CJ,Name,Formula,RT,Detected.in,confirmation,HMDB ID
CJ0626,"(7Z,10Z)-Hexadecadienoylcarnitine",C23H41NO4,3.74,Posi,Carnitines,HMDB0240757
CJ0627,Heptadecanoyl carnitine,C24H47NO4,3.72,Posi,Carnitines,HMDB0006210
CJ0628,Stearoylcarnitine,C25H49NO4,3.72,Posi,Carnitines,HMDB0000848
CJ0629,carnitine c18:1,C25H47NO4,3.71,Posi,Carnitines,HMDB0013338
CJ0630,"(10Z,12Z)-octadeca-10,12-dienoylcarnitine",C25H45NO4,3.71,Posi,Carnitines,HMDB0240822
CJ0631,Arachidyl carnitine,C27H53NO4,3.7,Posi,Carnitines,HMDB0006460
CJ0632,Arachidonoylcarnitine,C31H53NO4,3.7,Posi,Carnitines,HMDB0006455
CJ0633,Docosanoylcarnitine,C29H57NO4,3.69,Posi,Carnitines,HMDB0062468
CJ0634,"Docosa-4,7,10,13,16-pentaenoyl carnitine",C29H47NO4,3.71,Posi,Carnitines,HMDB0006321
CJ0635,Cervonyl carnitine,C29H45NO4,3.71,Posi,Carnitines,HMDB0006510
CJ0636,Lignoceroylcarnitine,C31H61NO4,3.74,Posi,Carnitines,HMDB0240665
CJ0637,8-Methylpentacosanoylcarnitine,C33H65NO4,2.51,Posi,Carnitines,HMDB0241013
CJ0638,Octacosanoylcarnitine,C35H69NO4,2.5,Posi,Carnitines,HMDB0241644
CJ0639,Propionylcarnitine,C10H19NO4,10.58,Posi,Carnitines,HMDB0000824
CJ0640,carnitine c30:0,C37H73NO4,2.49,Posi,Carnitines,
CJ0641,Valerylcarnitine,C12H23NO4,8.79,Posi,Carnitines,HMDB0013128
CJ0642,Tiglylcarnitine,C12H21NO4,9.23,Posi,Carnitines,HMDB0002366
CJ0643,3-Methylpentanoylcarnitine,C13H25NO4,8.34,Posi,Carnitines,HMDB0241033
CJ0644,Octanoylcarnitine,C15H29NO4,5.95,Posi,Carnitines,HMDB0000791
CJ0645,2-Octenoylcarnitine,C15H27NO4,7.28,Posi,Carnitines,HMDB0013324
CJ0646,Carnosic acid,C20H28O4,2.76,Nega,,HMDB0002358
CJ0647,3-Hydroxybutyrylcarnitine,C11H21NO5,12.7,Posi,Carnitines,HMDB0013127
CJ0648,Isobutyryl-L-carnitine,C11H21NO4,9.72,Posi,Carnitines,HMDB0000736
CJ0649,13-HODE,C18H32O3,2.18,Nega,fatty acids,HMDB0004667
CJ0650,Adrenic acid,C22H36O2,2.04,Nega,fatty acids,HMDB0002226
CJ0651,Arachidonic acid,C20H32O2,2.05,Nega,fatty acids,HMDB0001043
CJ0652,Behenic acid,C22H44O2,2.01,Nega,fatty acids,HMDB0000944
CJ0653,Tetradecenoic acid,C14H26O2,2.17,Nega,fatty acids,HMDB0302697
CJ0654,Goshuyic acid,C14H24O2,2.17,Nega,fatty acids,HMDB0000560
CJ0655,Pentadecanoic acid,C15H30O2,2.12,Nega,fatty acids,HMDB0000826
CJ0656,10Z-Pentadecenoic acid,C15H28O2,2.12,Nega,fatty acids,HMDB0304816
CJ0657,Pentadecadienoic acid,C15H26O2,2.16,Nega,fatty acids,HMDB0302695
CJ0658,16-Hydroxyhexadecanoic acid,C16H32O3,2.33,Nega,fatty acids,HMDB0006294
CJ0659,Palmitic acid alkyne,C16H28O2,2.13,Nega,fatty acids,HMDB0341371
CJ0660,10Z-Heptadecenoic acid,C17H32O2,2.08,Nega,fatty acids,HMDB0060038
CJ0661,"Methyl 2E,4Z-hexadecadienoate",C17H30O2,2.11,Nega,fatty acids,HMDB0031050
CJ0662,"Octadeca-2,4,6,8-tetraenoic acid",C18H28O2,2.11,Nega,fatty acids,HMDB0255898
CJ0663,Nonadecenoic acid,C19H38O2,2.04,Nega,fatty acids,HMDB0302287
CJ0664,10Z-Nonadecenoic acid,C19H36O2,2.06,Nega,fatty acids,HMDB0013622
CJ0665,c19:2,C19H34O2,2.1,Nega,fatty acids,
CJ0666,c19:3,C19H32O2,,,fatty acids,
CJ0667,c19:4,C19H30O2,2.11,Nega,fatty acids,
CJ0668,11Z-Eicosenoic acid,C20H38O2,2.04,Nega,fatty acids,HMDB0002231
CJ0669,Dihomo-gamma-linolenic acid,C20H34O2,2.07,Nega,fatty acids,HMDB0002925
CJ0670,Arachidonic acid,"	C20H32O2",2.07,Nega,fatty acids,HMDB0001043
CJ0671,c20:7,C20H26O2,2.1,Nega,fatty acids,
CJ0672,Heneicosanoic acid,C21H42O2,2.02,Nega,fatty acids,HMDB0002345
CJ0673,"6,8-Heneicosanedione",C21H40O2,2.03,Nega,fatty acids,HMDB0035570
CJ0674,"(8Z,11Z)-henicosa-8,11-dienoic acid",C21H38O2,2.07,Nega,fatty acids,HMDB0340936
CJ0675,Pregnanediol,C21H36O2,2.04,Nega,fatty acids,HMDB0004025
CJ0676,"(2E,5E,12Z,15Z)-1-Hydroxy-2,5,12,15-heneicosatetraen-4-one",C21H34O2,2.12,Nega,fatty acids,HMDB0036740
CJ0677,Pregnenolone,C21H32O2,2.07,Nega,fatty acids,HMDB0000253
CJ0678,c21:6,C21H30O2,2.07,Nega,fatty acids,
CJ0679,Docosadienoate (22:2n6),C22H40O2,2.03,Nega,fatty acids,HMDB0061714
CJ0680,Docosatrienoic acid,C22H38O2,2.03,Nega,fatty acids,HMDB0002823
CJ0681,(17Z)-tricos-17-enoic acid,C23H44O2,2.01,Nega,fatty acids,HMDB0340945
CJ0682,c23:2,C23H42O2,2.04,Nega,fatty acids,
CJ0683,c23:3,C23H40O2,2.02,Nega,fatty acids,
CJ0684,Rosterolone,C23H38O2,2.01,Nega,fatty acids,HMDB0256842
CJ0685,Tetracosanoic acid,C24H48O2,2.01,Nega,fatty acids,HMDB0002003
CJ0686,"2-Cyclohexen-1-one, 3-(15-hydroxypentadecyl)-2,4,4-trimethyl-",C24H44O2,2.01,Nega,fatty acids,HMDB0258756
CJ0687,c24:3,C24H42O2,2.02,Nega,fatty acids,
CJ0688,Tetracosatetraenoic acid (24:4n-6),C24H40O2,2.02,Nega,fatty acids,HMDB0006246
CJ0689,Tetracosapentenoic acid,C24H38O2,2.02,Nega,fatty acids,HMDB0258880
CJ0690,Tetracosahexaenoic acid,C24H36O2,2.03,Nega,fatty acids,HMDB0002007
CJ0691,Pentacosanoic acid,C25H50O2,2.2,Nega,fatty acids,HMDB0002361
CJ0692,"6,8-Pentacosanedione",C25H48O2,2.2,Nega,fatty acids,HMDB0035557
CJ0693,Erucoylacetone,C25H46O2,2.2,Nega,fatty acids,HMDB0035951
CJ0694,"5-Nonadecyl-1,3-benzenediol",C25H44O2,2.2,Nega,fatty acids,HMDB0030956
CJ0695,Hexacosanoic acid,C26H52O2,2.33,Nega,fatty acids,HMDB0002356
CJ0696,Ximenic acid,C26H50O2,2.36,Nega,fatty acids,HMDB0035215
CJ0697,"(13Z,16Z)-hexacosa-13,16-dienoic acid",C26H48O2,2.32,Nega,fatty acids,HMDB0340950
CJ0698,c26:3,C26H46O2,2.33,Nega,fatty acids,
CJ0699,3-Hydroxy-1-phenyl-1-eicosanone,C26H44O2,2.33,Nega,fatty acids,HMDB0036371
CJ0700,"1-Phenyl-1,3-eicosanedione",C26H42O2,2.35,Nega,fatty acids,HMDB0032925
CJ0701,c26:6,C26H40O2,2.37,Nega,fatty acids,
CJ0702,Eicosadienoic acid,C20H36O2,2.05,Nega,fatty acids,HMDB0005060
CJ0703,Tridecanoic acid,C13H26O2,2.17,Nega,fatty acids,HMDB0000910
CJ0704,Undecanoic acid,C11H22O2,2.25,Nega,fatty acids,HMDB0000947
CJ0705,9-Decenoic acid,C10H18O2,2.38,Nega,fatty acids,HMDB0031003
CJ0706,9-OxoODE,C18H30O3,2.19,-,fatty acids,HMDB0004669
CJ0707,Cer(d18:1/14:0),C32H63NO3,2.29,Posi,Lipids,HMDB0011773
CJ0708,"N-[(4E,8E)-1,3-dihydroxyoctadeca-4,8-dien-2-yl]hexadecanamide",C34H65NO3,2.24,Posi,Lipids,HMDB0035480
CJ0709,Cer(d18:1/18:0),C36H71NO3,2.26,Posi,Lipids,HMDB0004950
CJ0710,Cer(d18:1/18:1(9Z)),C36H69NO3,2.24,Posi,Lipids,HMDB0004948
CJ0711,Cer(d18:1/20:0),C38H75NO3,2.26,Posi,Lipids,HMDB0004951
CJ0712,Cer(d18:1/22:0),C40H79NO3,2.31,Posi,Lipids,HMDB0004952
CJ0713,Cer(d18:1/22:1(13Z)),C40H77NO3,2.26,Posi,Lipids,HMDB0011775
CJ0714,Cer(d18:1/23:0),C41H81NO3,2.34,Posi,Lipids,HMDB0000950
CJ0715,Cer(d18:0/24:1(15Z)),C42H83NO3,2.6,Posi,Lipids,HMDB0011769
CJ0716,Cer(d18:1/24:1(15Z)),C42H81NO3,2.29,Posi,Lipids,HMDB0004953
CJ0717,Cer(d18:0/16:0),C34H69NO3,2.24,Posi,Lipids,HMDB0011760
CJ0718,DG(16:0/18:1(9Z)/0:0),C37H70O5,2.244,Posi,Lipids,HMDB0007102
CJ0719,"DG(16:0/18:2(9Z,12Z)/0:0)",C37H68O5,2.264,Posi,Lipids,HMDB0007103
CJ0720,"DG(16:0/18:3(6Z,9Z,12Z)/0:0)",C37H66O5,2.256,Posi,Lipids,HMDB0007104
CJ0721,"DG(16:0/18:4(6Z,9Z,12Z,15Z)/0:0)",C37H64O5,2.256,Posi,Lipids,HMDB0007106
CJ0722,"DG(18:2(9Z,12Z)/18:1(11Z)/0:0)",C39H70O5,2.298,Posi,Lipids,HMDB0007246
CJ0723,"DG(18:2(9Z,12Z)/18:2(9Z,12Z)/0:0)",C39H68O5,2.3,Posi,Lipids,HMDB0007248
CJ0724,"DG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/0:0)",C39H66O5,2.3,Posi,Lipids,HMDB0007249
CJ0725,DG(18:2n6/0:0/18:3n3),C40H68O5,2.28,Posi,Lipids,HMDB0056290
CJ0726,"DG(18:1(11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)",C41H70O5,2.28,Posi,Lipids,HMDB0007199
CJ0727,"DG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C41H68O5,2.217,Posi,Lipids,HMDB0007201
CJ0728,"DG(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C41H64O5,2.176,Posi,Lipids,HMDB0007288
CJ0729,dg (39:5),C42H72O5,2.2,Posi,Lipids,
CJ0730,DG(18:2n6/0:0/20:4n6),C42H70O5,2.2,Posi,Lipids,HMDB0056286
CJ0731,"DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C43H72O5,2.17,Posi,Lipids,HMDB0007179
CJ0732,"DG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",C43H70O5,2.31,Posi,Lipids,HMDB0007265
CJ0733,"DG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C43H68O5,2.3,Posi,Lipids,HMDB0007266
CJ0734,"DG(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C47H80O5,2.15,Posi,Lipids,HMDB0007614
CJ0735,"DG(22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C47H78O5,2.15,Posi,Lipids,HMDB0007643
CJ0736,LysoPC(P-16:0/0:0),C24H50NO6P,3.84,Posi,Lipids,HMDB0010407
CJ0737,LysoPC(P-18:0/0:0),C26H54NO6P,3.96,Posi,Lipids,HMDB0013122
CJ0738,LysoPC(P-18:1(9Z)/0:0),C26H52NO6P,3.9,Posi,Lipids,HMDB0010408
CJ0739,LysoPC(14:1(9Z)/0:0),C22H44NO7P,4.194,,Lipids,HMDB0010380
CJ0740,LysoPC(15:0/0:0),C23H48NO7P,3.89,Both,Lipids,HMDB0010381
CJ0741,LysoPC(16:0/0:0),C24H50NO7P,3.989,Posi,Lipids,HMDB0010382
CJ0742,LysoPC(16:1(9Z)/0:0),C24H48NO7P,4.045,Posi,Lipids,HMDB0010383
CJ0743,LysoPC(18:0/0:0),C26H54NO7P,3.842,Posi,Lipids,HMDB0010384
CJ0744,LysoPC(18:1(9Z)/0:0),C26H52NO7P,3.742,Posi,Lipids,HMDB0002815
CJ0745,"LysoPC(18:2(9Z,12Z)/0:0)",C26H50NO7P,3.642,Posi,Lipids,HMDB0010386
CJ0746,"LysoPC(18:3(6Z,9Z,12Z)/0:0)",C26H48NO7P,3.554,Posi,Lipids,HMDB0010387
CJ0747,LysoPC(20:0/0:0),C28H58NO7P,3.682,Posi,Lipids,HMDB0010390
CJ0748,LysoPC(20:1(11Z)/0:0),C28H56NO7P,3.74,Posi,Lipids,HMDB0010391
CJ0749,"LysoPC(20:2(11Z,14Z)/0:0)",C28H54NO7P,3.78,Posi,Lipids,HMDB0010392
CJ0750,"LysoPC(20:3(8Z,11Z,14Z)/0:0)",C28H52NO7P,3.8,Posi,Lipids,HMDB0010394
CJ0751,"LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0)",C28H50NO7P,3.846,Posi,Lipids,HMDB0010395
CJ0752,"LysoPC(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",C28H48NO7P,3.84,Posi,Lipids,HMDB0010397
CJ0753,LysoPC(22:0/0:0),C30H62NO7P,3.582,Posi,Lipids,HMDB0010398
CJ0754,LysoPC(22:1(13Z)/0:0),C30H60NO7P,3.695,Posi,Lipids,HMDB0010399
CJ0755,"LysoPC(22:4(7Z,10Z,13Z,16Z)/0:0)",C30H54NO7P,3.75,Posi,Lipids,HMDB0010401
CJ0756,"LysoPC(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",C30H52NO7P,3.727,Posi,Lipids,HMDB0010402
CJ0757,"LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",C30H50NO7P,3.818,Posi,Lipids,HMDB0010404
CJ0758,LysoPC(24:0/0:0),C32H66NO7P,3.5,Posi,Lipids,HMDB0010405
CJ0759,LysoPC(24:1(15Z)/0:0),C32H64NO7P,3.75,Posi,Lipids,HMDB0010406
CJ0760,LysoPE(0:0/16:0),C21H44NO6P,4.013,Posi,Lipids,HMDB0011473
CJ0761,LysoPE(0:0/16:1(9Z)),C21H42NO7P,3.948,,Lipids,HMDB0011474
CJ0762,LysoPE(0:0/18:0),C23H48NO7P,3.9,,Lipids,HMDB0011129
CJ0763,LysoPE(0:0/18:1(11Z)),C23H46NO7P,3.904,Both,Lipids,HMDB0011475
CJ0764,"LysoPE(0:0/18:2(9Z,12Z))",C23H44NO7P,3.899,Both,Lipids,HMDB0011477
CJ0765,"LysoPE(0:0/18:3(6Z,9Z,12Z))",C23H42NO7P,3.899,,Lipids,HMDB0011478
CJ0766,LysoPE(0:0/20:0),C25H52NO7P,3.9,Posi,Lipids,HMDB0011481
CJ0767,LysoPE(20:1(11Z)/0:0),C25H50NO7P,3.97,Posi,Lipids,HMDB0011512
CJ0768,"LysoPE(0:0/20:2(11Z,14Z))",C25H48NO7P,3.895,,Lipids,HMDB0011483
CJ0769,"LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)",C25H44NO7P,3.889,Both,Lipids,HMDB0011517
CJ0770,"LysoPE(0:0/20:5(5Z,8Z,11Z,14Z,17Z))",C25H42NO7P,3.819,,Lipids,HMDB0011489
CJ0771,LysoPE(22:0/0:0),C27H56NO7P,3.793,Posi,Lipids,HMDB0011520
CJ0772,LysoPE(0:0/22:1(13Z)),C27H54NO7P,3.845,Posi,Lipids,HMDB0011491
CJ0773,"LysoPE(0:0/22:4(7Z,10Z,13Z,16Z))",C27H48NO7P,3.845,,Lipids,HMDB0011493
CJ0774,"LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))",C27H46NO7P,3.845,Posi,Lipids,HMDB0011494
CJ0775,"LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C27H44NO7P,3.845,Both,Lipids,HMDB0011496
CJ0776,LysoPE(0:0/24:0),C29H60NO7P,3.6,Posi,Lipids,HMDB0011497
CJ0777,1-Stearoylglycerophosphoglycerol,C24H49O9P,2.42,Posi,Lipids,HMDB0061697
CJ0778,lysops(22:0) ,C28H56NO9P,3.91,,Lipids,
CJ0779,PA(18:1(11Z)/15:0),C36H69O8P,2.15,Posi,Lipids,HMDB0114898
CJ0780,pa (34:1) isomer,C37H71O8P,,,Lipids,
CJ0781,pa (34:2) isomer,C37H69O8P,,,Lipids,
CJ0782,pa (36:2) isomer,C39H73O8P,,,Lipids,
CJ0783,pa (36:4) isomer,C39H69O8P,,,Lipids,
CJ0784,PC(14:0/14:0),C36H72NO8P,3.5,Posi,Lipids,HMDB0007866
CJ0785,PC(14:0/16:0),C38H76NO8P,3.2,,Lipids,HMDB0007869
CJ0786,PC(16:1(9Z)/14:0),C38H74NO8P,3.2,,Lipids,HMDB0007998
CJ0787,PC(16:0/16:1(9Z)),C40H78NO8P,3.2,Posi,Lipids,HMDB0007969
CJ0788,"PC(18:2(9Z,12Z)/14:0)",C40H76NO8P,3.16,Posi,Lipids,HMDB0008130
CJ0789,PC(18:1(9Z)/15:0),C41H80NO8P,3.14,Posi,Lipids,HMDB0008099
CJ0790,"PE(18:0/18:3(9Z,12Z,15Z))",C41H76NO8P,3.16,Both,Lipids,HMDB0008996
CJ0791,PC(18:0/16:0),C42H84NO8P,3.2,,Lipids,HMDB0008034
CJ0792,PC(18:1(9Z)/16:0),C42H82NO8P,3.22,Posi,Lipids,HMDB0008100
CJ0793,"PC(18:2(9Z,12Z)/16:0)",C42H80NO8P,3.24,Posi,Lipids,HMDB0008133
CJ0794,"PC(18:2(9Z,12Z)/16:1(9Z))",C42H78NO8P,3.26,,Lipids,HMDB0008134
CJ0795,"PC(16:0/18:4(6Z,9Z,12Z,15Z))",C42H76NO8P,3.28,,Lipids,HMDB0007976
CJ0796,"PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z))",C42H74NO8P,3.3,,Lipids,HMDB0007885
CJ0797,"PC(18:2(9Z,12Z)/17:0)",C43H82NO8P,3.14,Posi,Lipids,HMDB0256162
CJ0798,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)",C43H76NO8P,3.2,Posi,Lipids,HMDB0008494
CJ0799,"PC(18:0/18:2(9Z,12Z))",C44H84NO8P,3.16,Posi,Lipids,HMDB0008039
CJ0800,"PC(18:2(9Z,12Z)/18:1(11Z))",C44H82NO8P,3.18,Posi,Lipids,HMDB0008136
CJ0801,"PC(18:1(9Z)/18:3(6Z,9Z,12Z))",C44H80NO8P,3.2,Posi,Lipids,HMDB0008106
CJ0802,"PC(18:3(9Z,12Z,15Z)/19:1(9Z))",C45H82NO8P,3.2,Posi,Lipids,HMDB0256165
CJ0803,"PC(18:1(9Z)/20:2(11Z,14Z))",C46H86NO8P,3.15,,Lipids,HMDB0008111
CJ0804,"PC(18:2(9Z,12Z)/20:2(11Z,14Z))",C46H84NO8P,3.16,,Lipids,HMDB0008145
CJ0805,"PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)",C46H82NO8P,3.17,,Lipids,HMDB0008659
CJ0806,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",C46H80NO8P,3.18,Posi,Lipids,HMDB0008147
CJ0807,"PC(18:0/18:3(9Z,12Z,15Z))",C46H78NO8P,3.19,,Lipids,HMDB0008041
CJ0808,"PC(18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C46H76NO8P,3.2,,Lipids,HMDB0008215
CJ0809,"PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))",C48H86NO8P,3.2,,Lipids,HMDB0008439
CJ0810,"PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C48H84NO8P,3.2,,Lipids,HMDB0008122
CJ0811,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))",C48H78NO8P,3.5,,Lipids,HMDB0008732
CJ0812,PE(18:1(11Z)/P-18:1(11Z)),C41H78NO7P,2.75025,Both,Lipids,HMDB0009050
CJ0813,"PE(P-16:0/20:4(5Z,8Z,11Z,14Z))",C41H74NO7P,2.7005,Both,Lipids,HMDB0011352
CJ0814,"PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(9Z))",C43H76NO7P,2.92475,Both,Lipids,HMDB0009414
CJ0815,"PE(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C45H78NO7P,2.818,Both,Lipids,HMDB0011394
CJ0816,"PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C45H76NO7P,2.818,Both,Lipids,HMDB0011427
CJ0817,PE(16:1(9Z)/16:0),C37H72NO8P,3.7,Posi,Lipids,HMDB0008956
CJ0818,PE(16:1(9Z)/16:1(9Z)),C37H70NO8P,3.7,,Lipids,HMDB0008957
CJ0819,PC(16:0/15:0),C39H78NO8P,3.659,,Lipids,HMDB0007967
CJ0820,PE(16:0/18:1(9Z)),C39H76NO8P,3.659,,Lipids,HMDB0008927
CJ0821,"PE(16:0/18:2(9Z,12Z))",C39H74NO8P,3.675,,Lipids,HMDB0008928
CJ0822,"PE(16:0/18:3(6Z,9Z,12Z))",C39H72NO8P,3.68,,Lipids,HMDB0008929
CJ0823,"PE(20:2(11Z,14Z)/15:0)",C40H76NO8P,3.665,,Lipids,HMDB0009285
CJ0824,PE(16:0/20:0),C41H82NO8P,3.6,,Lipids,HMDB0008932
CJ0825,PE(18:0/18:1(9Z)),C41H80NO8P,3.62,,Lipids,HMDB0008993
CJ0826,"PE(18:0/18:2(9Z,12Z))",C41H78NO8P,3.658,,Lipids,HMDB0008994
CJ0827,"PE(18:2(9Z,12Z)/18:1(9Z))",C41H76NO8P,3.67,,Lipids,HMDB0009092
CJ0828,"PE(16:0/20:4(5Z,8Z,11Z,14Z))",C41H74NO8P,3.67,,Lipids,HMDB0008937
CJ0829,"PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z))",C41H72NO7P,3.67,,Lipids,HMDB0009216
CJ0830,"PE(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",C41H72NO8P,3.65,,Lipids,HMDB0009126
CJ0831,"PE(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",C41H70NO8P,3.66,,Lipids,HMDB0009096
CJ0832,"PE(22:4(7Z,10Z,13Z,16Z)/15:0)",C42H76NO8P,3.6,,Lipids,HMDB0009582
CJ0833,"PC(20:4(5Z,8Z,11Z,14Z)/14:1(9Z))",C42H74NO8P,3.645,,Lipids,HMDB0008427
CJ0834,"PE(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C42H72NO8P,3.693,,Lipids,HMDB0008913
CJ0835,PE(16:1(9Z)/22:0),C43H84NO8P,3.656,,Lipids,HMDB0008973
CJ0836,"PE(16:0/22:2(13Z,16Z))",C43H82NO8P,3.656,,Lipids,HMDB0008942
CJ0837,"PE(20:3(8Z,11Z,14Z)/18:0)",C43H80NO8P,3.669,,Lipids,HMDB0009354
CJ0838,pe (p-18:0/20:4) isomer,C43H78NO7P,,,Lipids,HMDB0009412
CJ0839,"PE(18:0/20:4(8Z,11Z,14Z,17Z))",C43H78NO8P,3.7,,Lipids,HMDB0009004
CJ0840,"PE(20:4(6E,8Z,11Z,14Z)+=O(5)/P-18:1(9Z))",C43H74NO8P,3.71,,Lipids,HMDB0285526
CJ0841,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",C43H72NO8P,3.72,,Lipids,HMDB0009456
CJ0842,"PE(18:4(6Z,9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))",C43H70NO8P,3.73,,Lipids,HMDB0009202
CJ0843,"PC(18:2(9Z,12Z)/18:2(9Z,12Z))",C44H80NO8P,3.359,,Lipids,HMDB0008138
CJ0844,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",C44H76NO8P,3.4,,Lipids,HMDB0008496
CJ0845,pe (39:7) ,C44H74NO8P,3.45,,Lipids,
CJ0846,PE(18:0/22:1(13Z)),C45H88NO8P,3.663,,Lipids,HMDB0009007
CJ0847,PE(22:1(13Z)/18:1(9Z)),C45H86NO8P,3.663,,Lipids,HMDB0009521
CJ0848,"PE(22:2(13Z,16Z)/18:1(11Z))",C45H84NO8P,3.67,,Lipids,HMDB0009553
CJ0849,"PE(P-18:0/22:4(7Z,10Z,13Z,16Z))",C45H82NO7P,2.818,,Lipids,HMDB0011391
CJ0850,"PE(18:0/22:4(7Z,10Z,13Z,16Z))",C45H82NO8P,3.68,,Lipids,HMDB0009009
CJ0851,"PE(P-18:1(9Z)/22:4(7Z,10Z,13Z,16Z))",C45H80NO7P,2.818,,Lipids,HMDB0011457
CJ0852,"PE(20:1(11Z)/20:4(5Z,8Z,11Z,14Z))",C45H80NO8P,3.69,,Lipids,HMDB0009267
CJ0853,"PE(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",C45H78NO8P,3.7,,Lipids,HMDB0009108
CJ0854,"PE(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z)) ",C45H76NO8P,3.71,,Lipids,HMDB0009333
CJ0855,"PE(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))",C45H74NO8P,3.73,,Lipids,HMDB0009399
CJ0856,"PE(20:4(8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C45H72NO8P,3.74,,Lipids,HMDB0009434
CJ0857,pe (41:7) ,C46H78NO8P,3.6,,Lipids,
CJ0858,"PE(20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C47H74NO8P,3.88,,Lipids,HMDB0009441
CJ0859,PE(20:1(11Z)/22:1(13Z)),C47H90NO8P,3.795,,Lipids,HMDB0009271
CJ0860,"PE(18:2(9Z,12Z)/24:1(15Z))",C47H88NO8P,3.8,,Lipids,HMDB0009113
CJ0861,"PE(20:4(8Z,11Z,14Z,17Z)/22:0)",C47H86NO8P,3.81,,Lipids,HMDB0009435
CJ0862,"PE(20:0/22:5(7Z,10Z,13Z,16Z,19Z))",C47H84NO8P,3.82,,Lipids,HMDB0009242
CJ0863,"PE(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))",C47H82NO8P,3.83,,Lipids,HMDB0009565
CJ0864,"PE(22:4(7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z))",C47H80NO8P,3.84,,Lipids,HMDB0009595
CJ0865,"PE(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))",C47H78NO8P,3.85,,Lipids,HMDB0009405
CJ0866,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z))",C47H76NO8P,3.86,,Lipids,HMDB0009695
CJ0867,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C49H74NO8P,3.85,,Lipids,HMDB0009705
CJ0868,"PE(20:4(5Z,8Z,11Z,14Z)/24:0)",C49H90NO8P,3.649,,Lipids,HMDB0009409
CJ0869,"PE(22:5(4Z,7Z,10Z,13Z,16Z)/22:0)",C49H88NO8P,3.807,,Lipids,HMDB0009633
CJ0870,"PE(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C49H86NO8P,3.81,,Lipids,HMDB0009539
CJ0871,"PE(22:2(13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C49H84NO8P,3.82,,Lipids,HMDB0009571
CJ0872,"PE(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))",C49H82NO8P,3.83,,Lipids,HMDB0009602
